ID, TWEET, LABEL
1319,"['شنو', 'عجب', 'كوت', 'اعمر', 'زرت', 'عجب', 'حمد', 'سير']",none
1320,"['عقل', 'دول', 'عظم', 'شعب', 'حكم', 'سوي', 'وسخ', 'رجل', 'وسخ', 'مره', 'بقل', 'امر']",surprise
1321,"['جمع', 'بلد', 'اسم', 'هندوراس', 'نصف', 'نهي', 'كره', 'قدم', 'اوليمبيادا', 'عرف', 'شتم', 'اقل', 'فعل']",sadness
1322,"['313', 'امر', 'تجل', 'عظم', 'لشط', 'تجل', 'انس', 'خدع', 'غفل', 'خطر', 'جسد', 'روح']",anger
1323,"['تشر', 'فرق', 'كره', 'طئر', 'شطئ', 'سيد', 'اوليمبياد', 'اصل']",joy
1324,"['كسر', 'قلب', 'ونا', 'خيف', 'خيف', 'كسر', 'صلح']",fear
1325,"['يرب', 'سطح', 'بيت', 'يخف', 'طلع', 'خيف', 'نزل']",fear
1326,"['نكن', 'قوياء', 'نمل', 'عرف', 'تحق', 'حمل', 'لقب', 'انس', 'نمل', 'رحم']",sympathy
1327,"['حس', 'بان', 'يتر', 'اشي', 'معا', 'عكس', 'حيه', 'يعن', 'لقه', 'رغي', 'عرف', 'ناس', 'كتر', 'لقه', 'لقع', 'كلم', 'بيع', 'عفي']",surprise
1328,"['مو', 'خيف', 'خبر', 'خيف', 'لني', 'مو', 'خيف', 'خبر']",fear
1329,"['حدش', 'عرف', 'تعب', 'اد', 'عشن', 'وصل', 'اوليمبياد', 'نقص', 'جهل', 'عبه', 'ادئ', 'عمو', 'لبس']",sadness
1330,"['Af', 'اشء', 'برك', 'سوم', 'سرع', 'هدف', 'كسر', 'رقم', 'كريستيانو', 'رونالدو', 'زلا', 'ابراهيموفيتش', 'ربي', 'يحم', '⚽']",joy
1331,"['قسه', 'ولد', 'عنا', 'صٓنٓعٓ']",sadness
1332,"['قلت', 'امت', 'بقي', 'اه', 'بقت', 'خيف', 'كتر', 'اول', 'خيف', 'اوي', 'كمن']",fear
1333,"['قنع', 'تلم', 'تمت', 'امم', 'اعن', 'رفع', 'جلس']",sadness
1334,"['اشف', 'خلد', 'زهر', 'احا', 'نتم', 'نمل', 'سعد', 'يدي', 'نعط', 'نحب', 'حزن']",sympathy
1335,"['عهر', 'لقي', 'عهر', 'شعب', 'روت', 'يحش', 'سهر', 'طاح', 'حظك', 'سلم']",anger
1336,"['فتش', 'خطء', 'اخر', 'بحث', 'كنز']",surprise
1337,"['اخش', 'خشه', 'صبح', 'خين', 'وجه', 'نظر', 'نجي', 'فعل', 'صبح', 'خين', 'وضع', 'جدل', 'لتح', 'رجح', 'طبع', '…']",anger
1338,"['خطر', 'نقص', 'شعر', 'خيف', 'خرب', 'مني']",fear
1339,"['حيه', 'حيت', 'تدب', 'فيا', 'ومت', 'فيك', 'غزل']",love
1340,"['ربح', 'لقت', 'حمل', 'زين']",sadness
1341,"['مايحدث', 'ندي', 'اهل', 'خبط', 'لمح', 'حله', 'سيل', 'تمر', 'وزر', 'شبب', 'ريض', 'اوليمبياد', 'لسه']",none
1342,"['5', 'لعب', 'اسم', 'عمو', 'اوليمبياد', 'نهم', 'كره', 'الد', 'وحد', 'يعن', 'QAT', 'EGY', 'Rio2016']",none
1343,"['ذكر', 'وحد', 'اوليمبياد', 'عقد', 'عليها', 'امل', 'كبر', 'تفز', 'اول', 'بدا', 'سبق', 'طحت', 'وخذ', 'ركز', 'اخر']",none
1344,"['عرف', 'دحل', 'خئن', 'عمل', 'لاسرائيل', 'نفذ', 'امل', 'رائيل', 'خلل', 'دول', 'خلج', 'سم', 'يسر', 'عرف', 'بن', 'زيد', 'نقم']",anger
1345,"['اوليمبياد', 'رازيل', 'ناس', 'هاتظبط', 'بسب', 'فرق', 'وقت']",none
1346,"['غبا', 'زدت', 'همك', 'بدل', 'محو']",sadness
1347,"['احن', 'دخل', 'اوليمبياد', 'اسم', 'وبس', 'هنخد', 'يدل', 'ابد', 'لحل', 'وحد', 'نخد', 'يدل', 'كوش', 'يبق', 'لعب', 'اوليمبيه']",sadness
1348,"['كلم', 'حرر', 'ظمه', 'حقق', 'سهج', 'صمت', 'دول', 'ذبح', 'رابعه…', 'جبه', 'شعب']",anger
1349,"['وش', 'بلن', 'لعب', 'نظف', 'شفت', 'هلل', 'غسل', 'يدي', 'اخر', 'ناس', 'كلم', 'نظف', 'نتو']",anger
1350,"['site', 'حج', 'فلم', 'حرق', 'اير', 'ترد', 'حتل', 'احد', 'اير', 'وطن', 'هدف', 'سمع', 'هرج', 'رعد']",anger
1351,"['taif1', 'تفـاعلنـا', 'معـ', 'حسـاس', 'يخب', 'امل', 'يكم', 'كبر', 'شكر', 'جله', 'طئف', 'شكر', 'غرف', 'طئف']",sympathy
1352,"['اوف', 'عكت', 'دنا']",sadness
1353,"['زهق', 'فرح', 'يلغ', 'اوليمبياد']",sadness
1354,"['صغر', 'قلب', 'عشق', 'حمل', 'لمح', 'ابي', 'شهد', 'عسل', 'حيا', 'حرف', 'اسم', 'دلل', 'درب', 'صدق', 'دعم', 'ht…']",love
1355,"['سحق', 'كرم', 'عيل', 'كوت', 'بدع', 'طلب', 'شعب', 'كرم', 'خرع', 'كوت', 'برك', 'طهر', 'ومكافاته']",love
1356,"['صبح', 'تمم', 'مان', 'رلم', 'حرق', 'عفي', 'ونس', 'لان', 'احن', 'زوج', 'كعد', 'وبس', 'نحج', 'اكو']",anger
1357,"['سير', 'يمز', 'ودع', 'اوليمبياد']",none
1358,"['طب', 'نزل', 'وبر', 'ارك', 'خيف', 'نزل']",fear
1359,"['شي', 'لزم', 'تغر', 'يتر', 'جده', 'جوء', 'اليوم', 'ورب', 'درج', 'شوه', 'رحت', 'بقل', 'رفض', 'ريل', 'يقل', 'مانقبل', 'ورو', '\ue011']",surprise
1360,"['جمل', 'اقل', 'لحب', 'فين', 'بيت', 'عشن', 'اجي', 'خطب', 'كتب', 'اسب']",love
1361,"['دري', 'ليش', 'خيف']",fear
1362,"['وحد', 'يصل', 'رضو', 'حاس', 'ؤهل', 'لمت', 'يعن', 'خيف', 'يمت', 'حاس', 'حجه', 'لسه', 'نقص', 'رضو', 'عشن', 'يبق', 'قدر', 'ربن', 'مش…']",fear
1363,"['روح', 'اوليمبياد', 'عشن', 'شهر', 'الن', 'كتر', 'كسب', 'سبق', 'رغم', 'عمر', 'اخد', 'يدل', 'كسب', 'بطل']",none
1364,"['ربم', 'سحه', 'ضيق', 'جدد']",sadness
1365,"['خوف', 'فؤد', 'غد', 'لحظ', 'حزن']",fear
1366,"['صغر', 'لخط']",surprise
1367,"['joyful', 'قعد', 'نقص', 'حجه', 'جدا', 'وحد', 'قهه', 'ظبط', '☕']",anger
1368,"['لتب', 'خاه', 'حذؤ', 'شرف', 'حكم', 'عرب', 'تلم', 'صمت', 'رسل', 'تحضر']",sadness
1369,"['عاب', 'قوي', 'اهم', 'فقر', 'اوليمبياد', 'نسب', 'عتبر', 'ام', 'لعب']",none
1370,"['دخل', 'اوليمبياد', '25', 'ريض', 'يعن', 'سفر', 'دلق', 'هيلاق', 'فضي', 'بلد', 'رازيل']",none
1371,"['4', 'عرف', 'لحب', 'لحب', 'حقق', 'نهي', 'ثلث', 'وغر', 'كاذيب', '❤️']",love
1372,"['وفق', 'شاء', 'ملك', 'قلب', 'قلب', '⚪️']",sympathy
1373,"['زري', 'ظل', 'قرر', 'قان', 'خدم', 'دنه', 'عوم', 'جنه', 'غلء', 'بنز', 'فيش', 'كلم', 'ثور', 'عرض', 'ظهر', 'رفض', 'شعب', 'ركب', 'وسك']",sadness
1374,"['اوليمبياد', 'جيه', 'طوكيو', 'مال', 'سبن', 'يطل', 'وقت', 'زين', 'D']",surprise
1375,"['عظم', 'حب', 'بهر', 'قاء', 'اول', 'تسل', 'دخل', 'شعر', 'وكن', 'جهہ', 'كشف', 'انہ', 'هوء', 'سہ…']",love
1376,"['sham', 'درك', 'جبل', 'اشم', 'زدك', 'وثب', 'طرق', 'امض', 'شئت', 'فنح', 'جند', 'خضتم', 'بحر', 'لخض', 'عكم…']",sympathy
1377,"['2', 'نظر', 'بـ', 'وعد', 'عتب', 'ويم', 'شفت', 'صرت', 'عذر', 'ظلم', 'حلف', 'برب', 'كتب', 'اجت', 'عتب', 'عتذر…']",love
1378,"['↓˓❁⸀ء', 'شوف', 'تضح', 'ﺎلد', 'وفي', 'قرب', 'عمر', 'يھن', 'لي✖']",love
1379,"['ايا', 'اكن', 'دمع', 'دمع', 'فان', 'بكت', 'يوم', 'تمس', 'وجن', 'صبح', 'خير', 'خطر', 'قصر', 'صبح', 'لحب']",love
1380,"['احب', 'ايق', 'كفء', '♡', 'رتي', 'رومنس', 'بوح', 'خطر', 'عشق', 'ذوق', 'حب', 'حبب', 'صبح', 'جمل', 'رئع', 'صبح', 'خير']",love
1381,"['حاج', 'خيف', 'ربن', 'عله', 'اخد', 'اعل', 'تقم', 'دئي', 'فصل', 'قسم', 'يمكن', 'دفع']",fear
1382,"['v', 'شرفاء', 'عرق', 'متي', 'نهب', 'مال', 'عرض', 'بسب', 'فسد', 'سرق', 'خبز', 'شعب']",anger
1383,"['رجف', 'قلب', 'زيدب', 'حنن', 'لحب', 'قدم', 'اه', 'خفق', 'قلب', 'يتم', 'وصر', 'جرح', 'وجع', 'عسئ', 'يلي', 'تزن', 'جبر', 'قلب', 'مسك']",sadness
1384,"['بقي', 'اتن', 'غرب']",sadness
1385,"['91', 'اقل', 'لحن', 'اعطو', 'تام', 'حمل', 'حرم', 'خيف', 'يمكن', 'ولد', 'تصر']",fear
1386,"['شهد', 'سور', 'رحل', 'واصدقائه', 'صدق', 'ورئ', 'حلب', 'سور', 'رفق', 'حيو', 'رحم', 'عمل', 'خير']",sympathy
1387,"['12', '0', 'عدد', 'ذكر', 'وجع', 'اعن', 'بكي', 'خطر', 'تعس', 'تخل', 'وحش', 'شيء', 'تغر', 'كثر', 'ايم', 'قرب', 'بنت', 'سلم', 'دعم', 'ق…']",sadness
1388,"['ريح', 'اوليمبياد', 'علش', 'ودع']",surprise
1389,[],joy
1390,"['واح', 'عاطف', 'عكم', 'جدا', 'نرد', 'سعد', 'نرد', 'نكم', 'جزء', 'شكورا✋']",sympathy
1391,"['تلو', 'عيش', 'حلم', 'عيش', 'سنك', 'كرم', 'زقازيق']",joy
1392,"['alazra8', 'سنه', 'فاض', 'هلل', 'نجز', 'فاض', 'وقت', 'قصر', 'لوج', 'سعد']",joy
1393,"['noha', 'حاج', 'حله', 'عصبح']",joy
1394,"['يرب', 'حرس', 'تحر']",surprise
1395,"['حزن', 'اهو', 'دمع', 'رڪم', 'امم', 'برق', 'غلب', 'عليها', 'ظرف', 'نزل', 'حرق', 'شيء', 'يعد', 'عبر', 'شيء']",sadness
1396,"['جمل', 'تحب', 'يوم', 'حبب', 'ويو', 'صدق', 'ويو', 'اهل', 'صبح', 'تمل']",love
1397,"['خبر', 'بنك', 'تحب', 'فعل', 'مايجعل', 'بذل', '❤️', 'لخر']",love
1398,"['لمذ', 'قحم', 'يجر', 'اسم', 'نصر', 'وضع', 'نصر', 'اكش', 'دور']",anger
1399,"['خيف', 'وصل', 'ونا']",fear
1400,"['تهن', 'تدع', 'سلم', 'وان', 'اعل', 'عكم', 'ولن', 'يتر', 'عمل', '35', 'سور', 'حمد', 'Quran']",sympathy
1401,"['al3bdulh', 'يعن', 'كنس']",sympathy
1402,"['سيس', 'لسيساويه', 'تشكر', 'رفع', 'روح', 'عني', 'شعب', 'اسر', 'فرع', 'قنه', 'سوس', 'حدث']",anger
1403,"['hoseiny', 'كلن', 'دشت', 'يقل', 'علن', 'رائيل', 'عقب', 'سعد', 'اما', 'حرر', 'ظلم']",anger
1404,"['عاطف', 'قضا', 'عقد']",sympathy
1405,"['بقد', 'ايب', 'جدا', 'قسي', 'بعو', 'اشف', 'شكل', 'حنه', 'عطف', 'سعد', 'ايضا❤️❤️']",sympathy
1406,"['دحح', 'نيل', 'يضع', 'متح', 'بكر']",fear
1407,"['يبق', 'شاركوش', 'اوليمبياد', 'احس']",sadness
1408,"['0zlem', 'شاء', 'خيف', 'قعد', 'فكر', 'مين', 'بيك', 'ثني']",fear
1409,"['دخل', 'طفل', 'جمع']",surprise
1410,"['F', 'قلب', 'عكم', 'دعو', 'عنق', 'سمء', 'رضل', 'نسي', 'لمن', 'صبه', 'بهذا', 'كربعس', 'فرج', 'سلم']",sympathy
1411,"['حدر', 'صعد', 'يكس', 'حرق', 'مرس']",anger
1412,"['نفذ', 'هجم', 'يونخ', 'اير', 'حول', 'اير', 'دعم', 'فعل', 'حرب', 'دخل', 'سلم', 'ولم', 'فشل', 'اتج', 'تشو', 'صور', 'سلم']",none
1413,"['خيف', 'رعب', 'عشن', 'بحس', 'فيش', 'سود', 'كتر', 'ضلم', 'كتر']",fear
1414,"['طلع', 'اوليمبياد', 'فرخ']",none
1415,"['رحل', 'عمرو', 'جمل', 'لوس', 'شكر', 'كسم', 'شرف', 'شوه', 'دول']",anger
1416,"['احن', 'ستا', 'نيل', 'حجه', 'ريح', 'اوليمبياد', 'حجه', 'كسف']",sadness
1417,"['لحب', 'رحل', 'روح', 'الم', 'الم', 'بحث', 'امل', '⭕️⭕️']",love
1418,"['زلك', 'ظل', 'لحب', 'حيء', 'واك', 'رتي', 'رومنس', 'بوح', 'خطر', 'صبح', 'جمل', 'رئع', 'يبت', 'غزل', 'شوق', 'ذوق']",love
1419,"['ماجمعتش', 'لسه', 'تعد', 'اول', 'وسم', 'فكر', 'كلم', 'حجه', 'اوليمبياد']",none
1420,"['افي', 'حب', 'اول', 'وثا', 'ايج', 'مره', 'وحد']",love
1421,"['فرح', 'ارح', 'ام', 'دنا', 'اشر', 'فرح', 'قنه', 'سوس', 'جدد']",joy
1422,"['وحد', 'ترح', 'اوليمبياد', 'فرق', 'اجئ', 'كسب', 'وصل', 'وجع', 'قلب', 'ناس', 'قوه', 'اوي']",sadness
1423,"['وش', 'هالمسخره']",surprise
1424,"['فكر', 'جت', 'سنن', 'عاه', '❤']",joy
1425,"['beinsports', 'نيل', 'سبر', 'دبي', 'سبر', 'وظب', 'سبر', 'واي', 'سبر', 'هتلاق', 'اوليمبياد']",none
1426,"['حاج', 'فوز', 'مسا', 'مسا', 'يهم', 'خود', 'اكن', 'اصل']",joy
1427,"['شيف', 'حمر', 'حيط', 'وسم', 'اضي', 'يوف', 'دره', 'ريل', 'امر', 'غرب', 'هجم', 'عاه']",anger
1428,"['فهم', 'جولف', 'اوليمبياد']",surprise
1429,"['وحش', 'جمع', 'قمر']",surprise
1430,"['بقتش', 'عترف', 'كلم', 'اسف', 'ديه']",sadness
1431,"['اقس', 'واع', 'فرق']",sadness
1432,"['رصه', 'نشر', 'ضهو', 'جرم', 'فظع', 'حقق', 'جرم', 'رحل', 'ابو', 'زعبل', 'jawjaw', 'cake']",anger
1433,"['ولي', 'يخل', 'نشك', 'جده', 'دره', 'فعل', 'فيش', 'حال', 'وضح', 'صفق', 'اوليمبياد']",none
1434,"['الف', 'برك', 'بطل', 'عقبال', 'اوليمبياد', 'جاي']",joy
1435,"['306306', 'طغاظيش', 'نسم', 'لول', 'زكء', 'سيس', 'يلي', 'غبو', 'اخو', 'زمن', 'جري', 'دعش']",anger
1436,"['اوليمبياد', 'هتبد', '5', 'غسطس', 'يرب', 'عرف', 'اشف', 'بقي']",none
1437,"['valenciano', 'اتم', 'رشلو', 'يحق', 'بطل', 'وسم', 'جاي', 'غوميز', 'رشح', 'لجز', 'فضل', 'لعب', 'عشن', 'نخذ', 'تغر', 'عسه', 'حرق', 'اد…']",love
1438,"['ضرب', 'شلط', 'حكم']",surprise
1439,"['15', 'دعم', 'حشد', 'عبد', 'يهم', 'تهم', 'عرف', 'بحج', 'نفق', 'سوم', 'قوم', 'حرر', 'عرق', '✌']",anger
1440,"['gh', 'عمت', 'امن', 'امن', 'اهل', 'وكل', 'سلم', 'امن', 'هدء', 'سكن', 'وكف', 'شر', 'عدء', 'يا…']",sympathy
1441,"['كنا', 'كلم', 'يوم', 'ثلا', 'وفج', 'سكت', 'مابقيناش', 'كلم', 'بقي', 'رعب', 'كلم', 'فكر', 'الف', 'مره', 'ابد', 'كلم', 'عشن', 'ماكونش', 'قيله…']",fear
1442,"['ريت', 'احدش', 'كلم', 'نجح', 'اوليمبياد', 'نشف', 'يدل', 'بطل', 'زيط', 'فرغ']",none
1443,"['ThreWordsHeWantsToHear', 'فطر', 'جهز', 'حبب']",joy
1444,"['ماجابوش', 'خلل', 'كوميد', 'عمل', 'نمر', 'فاح', 'اوليمبياد', 'Rio2016']",surprise
1445,"['✿♩', 'برد', 'اهو', 'رجف', 'يدن', 'عظم', 'برد', 'برد', 'روح', 'اغب', 'غلي', '﴿', 'ء﴾', 'فرق', 'عبر']",sadness
1446,"['دري', 'ليش', 'خيف', 'خبر', 'بكر']",fear
1447,"['عيو', 'عز', 'ابضح', 'لمع', 'دمع', 'بدر', 'ضحك', 'وكان', 'قلب', 'خلق', 'عشن', 'ميشوفش', 'فرح']",sadness
1448,"['نصف', 'الل', 'يسي', 'قمر', 'احد', 'ضحا', 'عشق', 'قئل', 'تحز', 'وحد', 'رغم', 'جمل', 'وحد']",sadness
1449,"['لسل', 'بحث', 'صرخ', 'سيس', 'خان', 'قبس', 'بحث', 'سيس', 'اقبل', 'مهد', 'ابعد', 'لحد']",anger
1450,"['اليوم', 'شبب', 'الم', 'تحد', 'منح', 'جئز', 'فضل', 'بلد', 'لشب', 'سعد', 'رزن', 'عقل', 'شرف', 'وطن', 'رزن']",love
1451,"['امت', 'تحز', 'فانه', 'جرد', 'وقت', 'نسو', 'يتو', 'ونا', 'حي']",sadness
1452,"['ربي', 'لقد', 'اصب', 'وجع', 'تعب', 'احب', 'قرب', 'صدقاء', 'زملاء', 'ايكف', 'يرب', 'خف', 'عنهم', 'سعد', 'قلب', 'شفئ']",sympathy
1453,"['صدق', 'صدق', 'اعب', 'Machavariani', 'هينافس', 'دتهNino', 'Salukvadze', 'اوليمبياد', 'سبق', 'رمي', 'Nino', '47', 'سنه', 'ابن', '18', 'سنه', 'D']",surprise
1454,"['خيف', 'طلع', 'قدر', 'شحت', 'وضح', 'علا']",fear
1455,"['جايمز', 'كير', 'لعب', 'اوليمبياد', 'عشن', 'تبع']",surprise
1456,"['dr', 'سمح', 'غرء', 'مهم', 'حضن', 'نشؤ', 'صفو', 'رضع', 'يسح', 'اهل', 'هوي', 'لهو', 'ونا', 'سيح', 'لرح', 'نجع', 'شعر']",love
1457,"['بطل', 'هدي', 'لاك', 'صحب', 'رونز', 'تايكوندو', 'وزن', '57', 'وول', 'عرب', 'حرز', 'يدل', 'ريض', 'تايكوندو', 'ارخ', 'اوليمبياد']",none
1458,"['وعل', 'فكر', 'سبح', 'حمد', 'جبريل', 'سعد', 'سود', 'لسط', 'وخد', 'ركز', 'اخر', 'اوليمبياد']",none
1459,"['لالالالالالا', 'مكن']",surprise
1460,"['حفل', 'بتع', 'اوليمبياد', 'حلو', 'جمل', 'وبر', 'حسس', 'جعن']",none
1461,"['شي', 'جدد', 'سوي', 'عمر', 'تزد', 'لزل', 'حق', 'ربن', 'قصر']",sadness
1462,"['سؤل', 'يحر', 'احب', 'اوع', 'وكر', 'لني', 'احب', 'نقض', 'دخل', 'كني', 'مد', 'جزر']",love
1463,"['KIDS', 'حصر', 'بمذ', 'حلم', 'يتم', 'حقق', 'بسط', 'سلب', 'نهم', 'يبق', 'نظم', 'ظلم', 'اسد', 'عزل', 'بر…']",sympathy
1464,"['اوليمبياد', 'عمل', 'شفر', 'خفء', 'حدش', 'شايفل', 'حظظ', 'يدل']",sadness
1465,"['ناس', 'هجم', 'مار', 'يول', 'عشن', 'خرج', 'رحل', 'قيم', 'هجم', 'مار', 'يول', 'عشن', 'قعد', 'علل', 'دكه', 'لعب', 'حد…']",anger
1466,"['طار', 'دبي', 'نتم', 'تخش', 'بلد', 'امر', 'رغب', 'برح', 'وحد', 'زهق', 'بلد', 'جيد', 'شيخ', 'حمد', 'بن', 'زيد', 'زهق', 'روح', 'مسلمي…']",anger
1467,"['Amir', 'ينا', 'شلش', 'فنز', 'ينا', 'فين', 'فول']",joy
1468,"['شفت', 'صرت', 'رعب', 'اكد', 'رح', 'ترح', 'رنمج', 'تقر', 'قرن', 'بخر', 'حال']",fear
1469,"['صدم', 'لـ', 'شيخ', 'غنم', 'فوز', 'دونالد', 'رمب', 'نخب', 'امر', 'video', 'لـ', 'شيخ']",surprise
1470,"['حمد', 'راهيم', 'خين', 'خبن', 'يكر', 'اهل', 'حصدق', 'حال', 'زمل']",surprise
1471,"['جمل', 'جمل', 'كون', 'حسن', 'طغي', 'وفي', 'حسن', 'خلق', 'شعر', 'بوح', 'ابي', 'خطر', 'كلم']",love
1472,"['دائ', 'كلم', 'اخو', 'كفر', 'احد', 'عقد', 'فسد', 'فرس', 'ضمر', 'ولانسانيه']",anger
1473,"['اوليمبياد', 'نيل', 'سبر', 'عمل', 'يتك', 'ولع', 'يدل', 'يجر', 'ولع', 'فنج', 'قهه']",none
1474,"['سرق', 'تمت', 'وضح', 'نهر', 'امم']",surprise
1475,"['كسر', 'حصر', 'غزه', 'بال', 'مين', 'يلي', 'صرخ', 'عتم']",anger
1476,"['هنفضل', 'نحك', 'طول', 'عمر', 'عشن', 'سان', 'تكو', 'فنن', 'رنا', 'سمح', 'رنا', 'سمح', 'حر']",joy
1477,"['ردغ', 'غول', 'وجه', 'عمل', 'وحد', 'وكل', 'تجر', 'دين']",anger
1478,"['saly', 'ندم', 'يوم', 'حبي', 'انم', 'ندم', 'طرق', 'احب', 'احب', 'لحد', 'هوس', 'شئ', 'ذنب', 'وليس', 'ذنب']",sadness
1479,"['1', 'above', 'low', 'alemarat', 'سقط', 'صدم', 'سلم', 'لمر']",anger
1480,"['هلل', 'ولك', 'صنع', 'نجم', 'ورق', 'جحف', 'كرث', 'وعر', 'مره', 'سعوديهشفت', 'رمس']",anger
1481,"['رب', 'عبد', 'نظر', 'فرج', 'بشر', 'عبد', 'يسل', 'شفء', 'فعف', 'عبد', 'يرج', 'رحم', 'نظر', 'دعء', 'غفر']",sympathy
1482,"['3alahwa', 'عميتش', 'اهل', 'اشخ']",anger
1483,"['صحح', 'موت', 'فرق', 'لـك', 'حيت', 'تشب', 'فتك', 'رعد']",sadness
1484,"['فكر', 'فعل', 'خيف', 'كلم']",fear
1485,"['زرب', 'جلس', 'نوب', 'فط']",anger
1486,"['تيم', 'لين', 'بقي', 'فهم', 'اوليمبياد']",none
1487,"['حزن', 'عمر', 'وجع', 'غاب', 'صحب']",sadness
1488,"['قلت', 'دعو', 'سجب', 'نصر', 'اخا', 'ضعف', 'سور', 'وفي', 'يرب', 'رحم', 'ضعف', 'وتل', 'بعن', 'امر', 'شهدائ']",sympathy
1489,"['هرب', 'دنا', 'اجل', 'دلق', 'وجع', 'هرب', 'لمـ']",sadness
1490,"['1', 'اهم', 'شيء', 'حيه', 'نحب', 'سمح', 'لحب', 'دخل', 'قلب', 'لحب', 'سمر', 'فتر', 'اطل', 'لحب', 'يعد', 'حكم', 'غرد']",love
1491,"['كرل', 'سمح', 'قمه', 'روع', 'اغن', 'جن♥']",joy
1492,"['يتر', 'صبح', 'لفل', 'عسل', 'يسم', 'صبح', 'ولي', 'مصبحناش']",joy
1493,"['تيج', 'اوليمبياد', 'كوس', 'هرد', 'لحد', 'دلق', 'رب', 'الد', 'ختم', 'اليوم', 'كوس']",joy
1494,"['اون', 'سبر', 'تذع', 'نهي', 'افر', 'هنروح', 'كاس']",surprise
1495,"['باي', 'واي', 'ملت', 'سيس', 'وكم', 'اتش', 'فضل', 'نهر']",surprise
1496,"['3kar74', 'اه', 'رعب', 'اوي', 'وحت', 'ورب', 'اشي', 'كوس']",fear
1497,"['الكش', 'دعه', 'بطل', 'اوليمبياد', 'عب', 'فتح']",none
1498,"['سكه', 'شمل', 'يمن', 'شغل', 'فين', 'ريح']",anger
1499,"['Alatar', 'صبح']",joy
1500,"['فرج', 'فاح', 'اوليمبياد']",none
1501,"['ME', 'A', 'رحب']",joy
1502,"['عقد', 'بني', 'خئف', 'حول', 'يحط', 'بدو', 'خوف', 'كبر', 'دخل', '”']",fear
1503,"['يعش', 'سبك', 'يمت', 'خان', 'وشه', 'طيب', 'كشف', 'يعش', 'حسن', 'يمت', 'وزد', 'وفد', 'يعش', 'وبج', 'يمت', 'حسي', 'ولد', 'وسخ', 'يمت']",anger
1504,"['خيف', 'جاي', 'فشخ', 'حسه', 'هشف', 'كتر', 'حصل', 'رحل', 'عرف', 'هخلص', 'امت', 'دنا', 'هتن', 'امت', 'زهق', 'كمه', 'خره']",fear
1505,"['فكر', 'فكر', 'ولع', 'ومش', 'حنس', 'حنحفر', 'ذكر', 'جيل', 'قدم', 'نحم', 'طاع', 'طرف']",sadness
1506,"['شكل', 'صناديق', 'هيلار', 'سرق', 'USElections']",surprise
1507,"['وان', 'وصف', 'قلل', 'خصر', 'جمل', 'شي', 'هلد', 'احب', '❤️', 'كلم']",love
1508,"['فاح', 'اوليمبياد', 'Rio2016']",joy
1509,"['عرف', 'عيش', 'ياس', 'ودف', 'شوه', 'زكر', 'زبل', 'وحد', 'يجي', 'كلم', 'لصح', 'زعل', 'عشن', 'عقل', 'وقف', 'صدم', 'كوس', 'محتاج…']",sadness
1510,"['حاج', 'جمل', 'بقي', 'نسي', 'اوليمبياد', 'فيش', 'وحد', 'لبس', 'push', 'up', 'رضا']",joy
1511,"['دعء', 'دخل', 'اوليمبياد', 'يرب', 'لعب', 'يخد', 'ركز', 'طلع', 'وخد', 'نشط']",none
1512,"['عيد', 'سعد', '✋']",love
1513,"['خيف', 'انض', 'اما', 'زرط', 'معا', 'غدء']",fear
1514,"['واه', 'وجع', 'يمه']",sadness
1515,"['فرع', 'حلم', 'زيت']",joy
1516,"['دونس', 'فوض', 'عها', 'قرض', 'نص', 'لير', 'عتق', 'دونس']",surprise
1517,"['قرب', 'مالقتش', 'بنت', 'قمر', 'اوليمبياد', 'اول', 'فرج']",none
1518,"['عرف', 'عمل', 'اوليمبياد', 'هرد', 'وضح', 'اطس', 'جمل', 'هرد']",none
1519,"['دفع', 'خرج', 'وزي', 'قبلتو', 'كمل', 'جات', 'يعن', 'اخر', 'دفع', 'ظلمو', 'ربي', 'ظلم', 'كمل', 'جمع', 'طيب']",sadness
1520,"['تظر', 'فاح', 'اوليمبياد', 'تبع', 'حسناو', 'سود']",joy
1521,"['h', 'اسم', 'رعب']",fear
1522,"['شوف', 'بوس', 'صبح', 'يقل', '”', 'اوليمبياد', 'مود', 'ودا', '“']",none
1523,"['صبح', 'مطرصباح', 'رضا', 'بماقدارصباح', 'ابل', 'زهرصباح', 'فرح', 'اخر']",joy
1524,"['حسن', 'وضح', 'تبع', 'اوليمبياد', '🤔']",joy
1525,"['نم', 'قرر', 'تعب', 'ابي', 'كبر', 'ابي', 'ذكر', 'وفه', 'شيخ', 'زيد', '❤️']",sympathy
1526,"['يري', 'جمع', 'شوف', 'اعب', 'تنس', 'اسم', 'كرم', 'مام', 'اوليمبياد', 'شجعو', 'كوس', 'عشن', 'قرب', 'يخص', 'صرح', 'يعن']",none
1527,"['a', 'كرنفال', 'ريض', 'ميز', 'يدل', 'جهد', 'لجن', 'نظم', 'بهر', 'جمع', 'فخر', 'ولف', 'برك', 'نجح', 'بطل', 'نظم']",joy
1528,"['همش', 'اوليمبياد', 'اول', 'اوليمبياد', 'شرك', 'عام', '1912', 'شرك', 'سبق', 'شرك', 'رمز', 'لعب', 'وحد', 'حمد', 'حسن', 'لعب', 'سلح']",none
